Rceipt;tangga;Net;Cust
CZDKAACFg007377;07/05/2024;12000;6B8AB50530046
CZDKAACFh007392;08/05/2024;15000;6B8000006446
CZDKAACFh007398;08/05/2024;26000;6B80000044BB
CZDKAACFh007402;08/05/2024;24000;6B8000000370
CZDKAACFh007412;08/05/2024;12000;6B80000037B0
CZDKAACFh007417;08/05/2024;11000;6B8000009094
CZDKAACFh007426;08/05/2024;22000;6B8000006790
CZDKAACFi007447;09/05/2024;22000;6B85B8409A935
CZDKAACFi007456;09/05/2024;37000;6B8000006B38
CZDKAACFi007460;09/05/2024;42000;6B80000084A3
CZDKAACFi007465;09/05/2024;26000;6B80000044A0
CZDKAACFi007495;09/05/2024;22000;6B80000057A6
CZDKAACFi007511;09/05/2024;12000;6B85777747A44
CZDKAACFj007543;10/05/2024;25000;6B8A34874476B
CZDKAACFj007549;10/05/2024;35000;6B8000004766
CZDKAACFj007581;10/05/2024;14000;6B8953653A486B
CZDKAACFj007585;10/05/2024;31000;6B8000008BB8
CZDKAACFj007596;10/05/2024;12000;6B8000009A90
CZDKAACFk007604;11/05/2024;16000;6B8575A555887
CZDKAACFk007616;11/05/2024;37000;6B8000006908
CZDKAACFk007623;11/05/2024;11000;6B8000009094
CZDKAACFk007631;11/05/2024;15000;6B800000A039
CZDKAACFk007632;11/05/2024;33000;6B8000006790
CZDKAACFk007638;11/05/2024;32000;6B85389664A4A
CZDKAACFk007653;11/05/2024;55000;6B858495BB3A4
CZDKAACFk007654;11/05/2024;11000;6B800000B430
CZDKAACFk007655;11/05/2024;16000;6B853896530B7
CZDKAACFk007677;11/05/2024;40000;6B878645355A8
CZDKAACFl007687;12/05/2024;26000;6B8BB55705B60
CZDKAACFl007693;12/05/2024;15000;6B800000A039
CZDKAACFl007694;12/05/2024;22000;6B85B8409A935
CZDKAACFl007712;12/05/2024;30000;6B8000004BBB
CZDKAACFl007727;12/05/2024;10000;6B890000666B
CZDKAACFl007732;12/05/2024;15000;6B8000006B89
CZDKAACFm007748;13/05/2024;33000;6B8384A844598
CZDKAACFm007753;13/05/2024;33000;6B80000050A4
CZDKAACFm007766;13/05/2024;14000;6B8000007A5A
CZDKAACFm007775;13/05/2024;11000;6B8000006446
CZDKAACFm007781;13/05/2024;41000;6B80000063BB
CZDKAACFn007799;14/05/2024;29000;6B8000005800
CZDKAACFn007821;14/05/2024;26000;6B800000B0B8
CZDKAACFn007827;14/05/2024;50000;6B80000073A3
CZDKAACFn007833;14/05/2024;15000;6B8000009070
CZDKAACFn007834;14/05/2024;14000;6B8000009070
CZDKAACFn007836;14/05/2024;29000;6B8384A844598
CZDKAACFn007839;14/05/2024;15000;6B800000A039
CZDKAACFn007841;14/05/2024;24000;6B85777747A44
CZDKAACFn007842;14/05/2024;23000;6B8000007036
CZDKAACFn007848;14/05/2024;23000;6B8BA5956A583
CZDKAACFo007868;15/05/2024;15000;6B800000A039
CZDKAACFo007869;15/05/2024;26000;6B8A35A335564
CZDKAACFo007874;15/05/2024;28000;6B800000B37A
CZDKAACFo007895;15/05/2024;24000;6B8000000370
CZDKAACFp007937;16/05/2024;15000;6B800000A039
CZDKAACFp007954;16/05/2024;16000;6B8000004606
CZDKAACFp007961;16/05/2024;11000;6B8000005445
CZDKAACFp007973;16/05/2024;11000;6B8000003097
CZDKAACFp007983;16/05/2024;15000;6B89679530A7B
CZDKAACFp007985;16/05/2024;25000;6B800000A7B5
CZDKAACFp007988;16/05/2024;15000;6B800000A039
CZDKAACFp007990;16/05/2024;13000;6B877B4BB0843
CZDKAACFq007994;17/05/2024;11000;6B80000765A
CZDKAACFq007995;17/05/2024;41000;6B85B8409A935
CZDKAACFq008000;17/05/2024;19000;6B8000008464
CZDKAACFq008018;17/05/2024;16000;6B8000008A86
CZDKAACFq008024;17/05/2024;13000;6B8000009094
CZDKAACFq008026;17/05/2024;13000;6B83A4A543864
CZDKAACFq008030;17/05/2024;13000;6B8000008377
CZDKAACFq008065;17/05/2024;13000;6B8000009033
CZDKAACFq008066;17/05/2024;59000;6B8AB530A43A9
CZDKAACFq008070;17/05/2024;24000;6B85777747A44
CZDKAACFr008078;18/05/2024;27000;6B800000A436
CZDKAACFr008101;18/05/2024;42000;6B8ABA57AA40
CZDKAACFr008107;18/05/2024;17000;6B8000004606
CZDKAACFr008118;18/05/2024;13000;6B8000009094
CZDKAACFr008123;18/05/2024;39000;6B8A348804985
CZDKAACFr008150;18/05/2024;12000;6B890000666B
CZDKAACFs008162;19/05/2024;15000;6B800000905A
CZDKAACFs008182;19/05/2024;13000;6B8000005445
CZDKAACFs008192;19/05/2024;27000;6B8BB55705B60
CZDKAACFs008194;19/05/2024;16000;6B8A5B0956974
CZDKAACFs008206;19/05/2024;25000;6B8000009988
CZDKAACFt008246;20/05/2024;21000;6B8000007B6A
CZDKAACFt008247;20/05/2024;21000;6B85B4845BA07
CZDKAACFt008248;20/05/2024;13000;6B8000009094
CZDKAACFt008273;20/05/2024;13000;6B8953653A486B
CZDKAACFu008293;21/05/2024;16000;6B8000008A86
CZDKAACFu008297;21/05/2024;11000;6B8000009094
CZDKAACFu008301;21/05/2024;23000;6B80000084A3
CZDKAACFu008302;21/05/2024;21000;6B80000084A3
CZDKAACFu008305;21/05/2024;11000;6B8000000370
CZDKAACFu008309;21/05/2024;21000;6B897A4796B7
CZDKAACFu008321;21/05/2024;11000;6B8BA5956A583
CZDKAACFv008348;22/05/2024;32000;6B8000008577
CZDKAACFv008354;22/05/2024;11000;6B800000BB74
CZDKAACFv008357;22/05/2024;45000;6B89666B39A69
CZDKAACFv008365;22/05/2024;15000;6B83A4A543864
CZDKAACFv008368;22/05/2024;12000;6B8575A6B8533
CZDKAACFv008379;22/05/2024;13000;6B8000009033
CZDKAACFv008383;22/05/2024;11000;6B8953653A486B
CZDKAACFw008389;23/05/2024;22000;6B8BB56A700B8
CZDKAACFw008398;23/05/2024;25000;6B8BB556005B6
CZDKAACFw008413;23/05/2024;16000;6B80000070A0
CZDKAACFw008426;23/05/2024;12000;6B85777747A44
CZDKAACFw008434;23/05/2024;11000;6B8000008494
CZDKAACFx008446;24/05/2024;15000;6B83A4A543864
CZDKAACFx008472;24/05/2024;15000;6B8000009988
CZDKAACFx008475;24/05/2024;16000;6B8000008A86
CZDKAACFx008476;24/05/2024;12000;6B8000009033
CZDKAACFx008481;24/05/2024;29000;6B800000B063
CZDKAACFx008487;24/05/2024;15000;6B800000A039
CZDKAACFx008492;24/05/2024;13000;6B800000ABB8
CZDKAACFy008518;25/05/2024;36000;6B8787A3B3839
CZDKAACFy008519;25/05/2024;12000;6B8000000370
CZDKAACFy008520;25/05/2024;30000;6B8000008A55
CZDKAACFy008528;25/05/2024;41000;6B85B8409A935
CZDKAACFy008534;25/05/2024;15000;6B800000A039
CZDKAACFy008560;25/05/2024;13000;6B800000A4A4
CZDKAACFz008563;26/05/2024;15000;6B800000905A
CZDKAACFz008570;26/05/2024;13000;6B8000008A00
CZDKAACFz008571;26/05/2024;13000;6B83A4A543864
CZDKAACFz008586;26/05/2024;23000;6B8585B8BBA69
CZDKAACFz008596;26/05/2024;12000;6B83A4B49090A
CZDKAACFz008603;26/05/2024;12000;6B8AB50530046
CZDKAACFz008606;26/05/2024;15000;6B853896530B7
CZDKAACFz008609;26/05/2024;11000;6B800000B430
CZDKAACF0008620;27/05/2024;28000;6B800000A039
CZDKAACF0008626;27/05/2024;28000;6B800000757A
CZDKAACF0008636;27/05/2024;12000;6B800000334B
CZDKAACF0008647;27/05/2024;12000;6B8AB50530046
CZDKAACF0008652;27/05/2024;11000;6B8000009094
CZDKAACF0008654;27/05/2024;80000;6B8BB558A66B3
CZDKAACF0008657;27/05/2024;26000;6B8000006908
CZDKAACF1008674;28/05/2024;24000;6B8000009033
CZDKAACF1008676;28/05/2024;26000;6B800000700A
CZDKAACF1008683;28/05/2024;11000;6B8000003097
CZDKAACF1008689;28/05/2024;12000;6B8000005445
CZDKAACF1008693;28/05/2024;11000;6B8000009094
CZDKAACF1008710;28/05/2024;11000;6B8BA5956A583
CZDKAACF2008726;29/05/2024;39000;6B85B8409A935
CZDKAACF2008735;29/05/2024;39000;6B8000006908
CZDKAACF2008736;29/05/2024;32000;6B8539B067470
CZDKAACF2008738;29/05/2024;81000;6B8BA53458750
CZDKAACF2008740;29/05/2024;13000;6B8000000370
CZDKAACF2008747;29/05/2024;15000;6B8BA553A8994
CZDKAACF2008753;29/05/2024;11000;6B8000009094
CZDKAACF3008771;30/05/2024;15000;6B800000905A
CZDKAACF3008773;30/05/2024;16000;6B800000A039
CZDKAACF3008790;30/05/2024;23000;6B800000B430
CZDKAACF3008799;30/05/2024;12000;6B83A4B49090A
CZDKAACF3008804;30/05/2024;15000;6B800000A039
CZDKAACF3008806;30/05/2024;26000;6B8000007036
CZDKAACF3008825;30/05/2024;27000;6B85777747A44
CZDKAACF4008843;31/05/2024;15000;6B83A4A543864
CZDKAACF4008868;31/05/2024;35000;6B85389664A4A
CZDKAACF4008878;31/05/2024;37000;6B85654036449
ARSEABCFa010429;01/05/2024;25000;6B878A47B0345
ARSEABCFa010446;01/05/2024;74000;6B8A346850503
ARSEABCFa010447;01/05/2024;27000;6B857A8B59BA6
ARSEABCFb010571;02/05/2024;25000;6B8000007496
ARSEABCFb010587;02/05/2024;11000;6B85B48700A48
ARSEABCFb010615;02/05/2024;23000;6B8575BA455A5
ARSEABCFb010629;02/05/2024;13000;6B83A4BA55085
ARSEABCFb010664;02/05/2024;35000;6B8777865B8A3
ARSEABCFc010686;03/05/2024;26000;6B8534706A987
ARSEABCFc010705;03/05/2024;16000;6B80000044A4
ARSEABCFc010716;03/05/2024;13000;6B8A346879656
ARSEABCFc010718;03/05/2024;11000;6B8000006893
ARSEABCFc010737;03/05/2024;13000;6B83A4BA55085
ARSEABCFc010756;03/05/2024;41000;6B8BA5BBBBBB9
ARSEABCFe010887;05/05/2024;35000;6B877A5608586
ARSEABCFe010903;05/05/2024;30000;6B8BA54480733
ARSEABCFe010922;05/05/2024;17000;6B8B3545B7749
ARSEABCFe010950;05/05/2024;36000;6B85A005B78A7
ARSEABCFf010988;06/05/2024;34000;6B8A347565A94
ARSEABCFf011037;06/05/2024;17000;6B8957007A8A53
ARSEABCFf011041;06/05/2024;13000;6B8AB50567733
ARSEABCFg011113;07/05/2024;26000;6B8AB5657686A
ARSEABCFg011127;07/05/2024;13000;6B83854673043
ARSEABCFg011147;07/05/2024;12000;6B8000009405
ARSEABCFg011157;07/05/2024;38000;6B853868A3A77
ARSEABCFh011227;08/05/2024;24000;6B8A3B5A7BBB9
ARSEABCFh011241;08/05/2024;26000;6B8A349685A75
ARSEABCFh011250;08/05/2024;10000;6B08BBA0AA9B40
ARSEABCFh011251;08/05/2024;52000;6B858BA86B344
ARSEABCFh011268;08/05/2024;26000;6B8000004806
ARSEABCFi011330;09/05/2024;23000;6B8A345984A60
ARSEABCFi011334;09/05/2024;87000;6B8BA59630B00
ARSEABCFi011336;09/05/2024;13000;6B8BA59630B00
ARSEABCFi011353;09/05/2024;23000;6B8ABB09999A3
ARSEABCFi011365;09/05/2024;24000;6B80000080B8
ARSEABCFi011371;09/05/2024;13000;6B83854673043
ARSEABCFi011407;09/05/2024;22000;6B8B350588558
ARSEABCFj011437;10/05/2024;68000;6B8AB5505BB99
ARSEABCFj011438;10/05/2024;12000;6B858B8085360
ARSEABCFj011439;10/05/2024;65000;6B8BA54ABBB00
ARSEABCFj011444;10/05/2024;31000;6B83A4B093AA6
ARSEABCFj011447;10/05/2024;31000;6B85389AA7653
ARSEABCFj011466;10/05/2024;16000;6B8AB53894309
ARSEABCFj011501;10/05/2024;11000;6B83893753037
ARSEABCFk011575;11/05/2024;13000;6B83854673043
ARSEABCFk011600;11/05/2024;26000;6B8AB7765AAB4
ARSEABCFk011636;11/05/2024;28000;6B8575A498773
ARSEABCFk011642;11/05/2024;14000;6B8575A950379
ARSEABCFk011655;11/05/2024;16000;6B8BB50A9634B
ARSEABCFl011674;12/05/2024;42000;6B08A34974440B
ARSEABCFl011726;12/05/2024;28000;6B85B5A86788B
ARSEABCFl011733;12/05/2024;32000;6B896B7839040
ARSEABCFm011735;13/05/2024;25000;6B8575A950379
ARSEABCFm011752;13/05/2024;11000;6B8BB5A657776
ARSEABCFm011761;13/05/2024;22000;6B85B493B3936
ARSEABCFm011776;13/05/2024;13000;6B83854673043
ARSEABCFn011853;14/05/2024;27000;6B8A3507A7A5A
ARSEABCFn011867;14/05/2024;13000;6B8A35083B096
ARSEABCFn011899;14/05/2024;26000;6B8A3B5A7BBB9
ARSEABCFn011915;14/05/2024;16000;6B8A346879656
ARSEABCFn011938;14/05/2024;29000;6B8AB57BB57BB
ARSEABCFo011957;15/05/2024;26000;6B853485A6BA4
ARSEABCFo011965;15/05/2024;13000;6B8BA57936B7B
ARSEABCFo011966;15/05/2024;32000;6B895A07B0BBA
ARSEABCFo011969;15/05/2024;25000;6B8B3530659A5
ARSEABCFo011972;15/05/2024;13000;6B858B8085360
ARSEABCFo011992;15/05/2024;15000;6B8BBA6045070
ARSEABCFp012060;16/05/2024;71000;6B8B35BA67955
ARSEABCFp012063;16/05/2024;22000;6B8A5BA579897
ARSEABCFp012081;16/05/2024;52000;6B8000008393
ARSEABCFp012086;16/05/2024;15000;6B8000003BB9
ARSEABCFp012094;16/05/2024;13000;6B8A346879656
ARSEABCFp012111;16/05/2024;13000;6B83A4BA55085
ARSEABCFq012127;17/05/2024;13000;6B8BB5A657776
ARSEABCFq012135;17/05/2024;16000;6B8AB85345AA8
ARSEABCFq012157;17/05/2024;13000;6B858B8085360
ARSEABCFq012164;17/05/2024;25000;6B8ABA7975086
ARSEABCFq012170;17/05/2024;28000;6B85A0AB58884
ARSEABCFq012202;17/05/2024;16000;6B8777865B8A3
ARSEABCFq012211;17/05/2024;13000;6B8AB53AAA350
ARSEABCFq012219;17/05/2024;29000;6B8BA5BBBBBB9
ARSEABCFr012241;18/05/2024;25000;6B8575BA455A5
ARSEABCFr012252;18/05/2024;13000;6B8A549559365
ARSEABCFr012265;18/05/2024;26000;6B8963480A500
ARSEABCFr012284;18/05/2024;12000;6B8BA553A79AB
ARSEABCFr012289;18/05/2024;13000;6B8000006836
ARSEABCFr012319;18/05/2024;52000;6B800000B870
ARSEABCFr012323;18/05/2024;36000;6B0859338A4437
ARSEABCFr012327;18/05/2024;26000;6B85B5A9857A7
ARSEABCFs012346;19/05/2024;16000;6B87880B93083
ARSEABCFs012348;19/05/2024;19000;6B800000870A
ARSEABCFs012349;19/05/2024;14000;6B878A47B0345
ARSEABCFs012358;19/05/2024;36000;6B8BA5077B430
ARSEABCFs012359;19/05/2024;30000;6B800009666
ARSEABCFs012363;19/05/2024;38000;6B8000004567
ARSEABCFs012366;19/05/2024;51000;6B8AB5505BB99
ARSEABCFs012370;19/05/2024;16000;6B8969A450A36
ARSEABCFs012377;19/05/2024;13000;6B878A4553603
ARSEABCFs012381;19/05/2024;30000;6B8BA5B467053
ARSEABCFs012418;19/05/2024;29000;6B8000005AB5
ARSEABCFs012431;19/05/2024;14000;6B8BA54797357
ARSEABCFt012441;20/05/2024;16000;6B87880B93083
ARSEABCFt012462;20/05/2024;34000;6B858BA86B344
ARSEABCFt012493;20/05/2024;21000;6B858B8085360
ARSEABCFu012574;21/05/2024;37000;6B8BBA0AA9B40
ARSEABCFu012599;21/05/2024;18000;6B83A500890A0
ARSEABCFu012605;21/05/2024;26000;6B8A345B3A96A
ARSEABCFv012637;22/05/2024;21000;6B8AB57BB57BB
ARSEABCFv012668;22/05/2024;28000;6B083AA6B78003
ARSEABCFv012669;22/05/2024;27000;6B83A4B4B4933
ARSEABCFw012718;23/05/2024;21000;6B896A34A460B
ARSEABCFw012753;23/05/2024;27000;6B85B48508805
ARSEABCFx012849;24/05/2024;13000;6B83A4BA55085
ARSEABCFx012850;24/05/2024;43000;6B83A5B65A999
ARSEABCFy012942;25/05/2024;25000;6B83A4BA55085
ARSEABCFz012971;26/05/2024;56000;6B08B350A57996
ARSEABCFz012974;26/05/2024;22000;6B8ABB09999A3
ARSEABCFz012987;26/05/2024;82000;6B8575487B704
ARSEABCF0013054;27/05/2024;14000;6B87880B93083
ARSEABCF0013061;27/05/2024;13000;6B8A5BA579897
ARSEABCF0013108;27/05/2024;11000;6B8874354664B5
ARSEABCF0013109;27/05/2024;12000;6B8874354664B5
ARSEABCF0013113;27/05/2024;27000;6B8A953667763
ARSEABCF1013124;28/05/2024;16000;6B80000049B5
ARSEABCF1013139;28/05/2024;16000;6B8A5B854087B
ARSEABCF1013197;28/05/2024;39000;6B8BA3B583030
ARSEABCF1013205;28/05/2024;14000;6B8BB3B553333
ARSEABCF1013210;28/05/2024;36000;6B83A4B079A5A
ARSEABCF2013216;29/05/2024;13000;6B8B3545B7749
ARSEABCF2013217;29/05/2024;39000;6B8A345984A60
ARSEABCF2013231;29/05/2024;14000;6B8000004B4A
ARSEABCF3013310;30/05/2024;26000;6B8AB94B34353
ARSEABCF3013311;30/05/2024;11000;6B858B835B799
ARSEABCF3013328;30/05/2024;24000;6B8575BA455A5
ARSEABCF3013362;30/05/2024;14000;6B8BB3B553333
ARSEABCF4013405;31/05/2024;13000;6B8A549559365
ARSEABCF4013433;31/05/2024;25000;6B8A346393996
ARSEABCF4013438;31/05/2024;61000;6B83A4BA55085
TNECAACFa012252;01/05/2024;40000;6B8A35A333303
TNECAACFa012263;01/05/2024;12000;6B8AB54B84A09
TNECAACFa012323;01/05/2024;36000;6B8000009490
TNECAACFa012335;01/05/2024;15000;6B8000008956
TNECAACFa012351;01/05/2024;30000;6B85349B70979
TNECAACFa012366;01/05/2024;26000;6B8A35B76A079
TNECAACFb012395;02/05/2024;13000;6B8969AAAB687
TNECAACFb012401;02/05/2024;12000;6B8000009470
TNECAACFb012500;02/05/2024;14000;6B87748B7300A
TNECAACFc012536;03/05/2024;25000;6B8000004B58
TNECAACFc012578;03/05/2024;11000;6B089970004B6
TNECAACFc012606;03/05/2024;14000;6B8000004B4A
TNECAACFd012643;04/05/2024;14000;6B8000004B4A
TNECAACFd012665;04/05/2024;16000;6B800000503A
TNECAACFd012693;04/05/2024;13000;6B83A4BA55085
TNECAACFd012720;04/05/2024;11000;6B8BA57A56489
TNECAACFf012909;06/05/2024;32000;6B85A0AB58884
TNECAACFf012925;06/05/2024;14000;6B8A3BBB40946
TNECAACFf012926;06/05/2024;26000;6B8A345B75347
TNECAACFg013012;07/05/2024;26000;6B8AB54669B55
TNECAACFg013015;07/05/2024;15000;6B8BA54B8543B
TNECAACFg013037;07/05/2024;15000;6B8AB56A43A49
TNECAACFg013046;07/05/2024;26000;6B8A345B75347
TNECAACFh013123;08/05/2024;10000;6B85A4B9984B5
TNECAACFh013140;08/05/2024;26000;6B8BA5BBBBBB9
TNECAACFh013152;08/05/2024;13000;6B8000009787
TNECAACFi013214;09/05/2024;40000;6B8AB5A305984
TNECAACFi013257;09/05/2024;13000;6B8969AAAB687
TNECAACFj013386;10/05/2024;24000;6B8000005683
TNECAACFj013388;10/05/2024;26000;6B877A6A86A55
TNECAACFj013414;10/05/2024;11000;6B8AB586969B7
TNECAACFj013420;10/05/2024;39000;6B8A349448B37
TNECAACFj013431;10/05/2024;41000;6B8AB570A973
TNECAACFk013467;11/05/2024;14000;6B85348484B4A
TNECAACFk013482;11/05/2024;48000;6B8A346850503
TNECAACFk013514;11/05/2024;13000;6B800000605A
TNECAACFl013623;12/05/2024;38000;6B800000B007
TNECAACFl013625;12/05/2024;26000;6B877A6A86A55
TNECAACFm013663;13/05/2024;59000;6B8000008585
TNECAACFm013716;13/05/2024;15000;6B89533B967800
TNECAACFn013746;14/05/2024;26000;6B8A345B75347
TNECAACFn013767;14/05/2024;13000;6B8AB56577797
TNECAACFo013843;15/05/2024;13000;6B878806BA3A3
TNECAACFo013894;15/05/2024;16000;6B8000004B4A
TNECAACFo013900;15/05/2024;16000;6B8A3A6A60066
TNECAACFo013901;15/05/2024;13000;6B8BA57A84B85
TNECAACFo013927;15/05/2024;65000;6B8AB55566773
TNECAACFo013929;15/05/2024;16000;6B8777865B8A3
TNECAACFo013947;15/05/2024;26000;6B8A345B3A96A
TNECAACFp013957;16/05/2024;26000;6B8A345B75347
TNECAACFq014097;17/05/2024;39000;6B8000003607
TNECAACFq014114;17/05/2024;13000;6B8A944387466
TNECAACFq014142;17/05/2024;13000;6B8B35A6A634A
TNECAACFq014173;17/05/2024;13000;6B85A5A455A48
TNECAACFr014198;18/05/2024;13000;6B83ABAA83BB9
TNECAACFr014231;18/05/2024;28000;6B85959A78568
TNECAACFr014242;18/05/2024;10000;6B8AB78887850
TNECAACFr014246;18/05/2024;26000;6B8AB78887850
TNECAACFr014292;18/05/2024;39000;6B800000AB46
TNECAACFr014296;18/05/2024;25000;6B8960B78A445
TNECAACFs014356;19/05/2024;13000;6B8575084B0A8
TNECAACFs014373;19/05/2024;13000;6B83A500890A0
TNECAACFs014417;19/05/2024;24000;6B89533B967800
TNECAACFs014422;19/05/2024;12000;6B8BA55A80388
TNECAACFt014450;20/05/2024;21000;6B8AB5A305984
TNECAACFt014460;20/05/2024;21000;6B83854673043
TNECAACFt014464;20/05/2024;21000;6B800000B007
TNECAACFt014480;20/05/2024;28000;6B8B3530659A5
TNECAACFu014563;21/05/2024;21000;6B83A4A9B777A
TNECAACFu014570;21/05/2024;21000;6B800000A03A
TNECAACFu014571;21/05/2024;21000;6B800000A03A
TNECAACFu014576;21/05/2024;12000;6B8000009470
TNECAACFu014595;21/05/2024;21000;6B8BA54B8543B
TNECAACFu014602;21/05/2024;15000;6B8BA994B4037
TNECAACFu014619;21/05/2024;38000;6B89533B967800
TNECAACFv014644;22/05/2024;26000;6B8A345B75347
TNECAACFv014678;22/05/2024;26000;6B877A6A86A55
TNECAACFv014687;22/05/2024;26000;6B8000003A78
TNECAACFv014689;22/05/2024;10000;6B895364433969
TNECAACFv014721;22/05/2024;16000;6B8953644A8B96
TNECAACFw014757;23/05/2024;11000;6B878B7684786
TNECAACFw014800;23/05/2024;13000;6B8575084B0A8
TNECAACFw014816;23/05/2024;21000;6B83854673043
TNECAACFx014838;24/05/2024;12000;6B859737950A0
TNECAACFx014862;24/05/2024;21000;6B8BB5665B746
TNECAACFx014903;24/05/2024;13000;6B8AB570A973
TNECAACFy014924;25/05/2024;16000;6B80000086B3
TNECAACFy014991;25/05/2024;14000;6B8565B048373
TNECAACFy015021;25/05/2024;43000;6B8AB34A38A9B
TNECAACFz015055;26/05/2024;25000;6B8000003853
TNECAACFz015093;26/05/2024;41000;6B8BA5898646
TNECAACFz015117;26/05/2024;11000;6B85348933A8A
TNECAACFz015122;26/05/2024;13000;6B83854673043
TNECAACFz015130;26/05/2024;24000;6B8954A3578476
TNECAACF0015173;27/05/2024;26000;6B8AB50906600
TNECAACF0015185;27/05/2024;44000;6B8BB54884395
TNECAACF0015198;27/05/2024;35000;6B8AB57BB57BB
TNECAACF0015199;27/05/2024;26000;6B8AB57BB57BB
TNECAACF0015210;27/05/2024;15000;6B8BAAA436757
TNECAACF0015221;27/05/2024;26000;6B85393845659
TNECAACF1015263;28/05/2024;12000;6B8B3577095B0
TNECAACF1015264;28/05/2024;12000;6B8575A8AA873
TNECAACF1015268;28/05/2024;33000;6B8A333A38008
TNECAACF1015320;28/05/2024;11000;6B8969A653097
TNECAACF1015333;28/05/2024;23000;6B8000005985
TNECAACF2015350;29/05/2024;14000;6B87880B93083
TNECAACF2015354;29/05/2024;25000;6B8000007775
TNECAACF2015357;29/05/2024;15000;6B8BA55A756AB
TNECAACF3015417;30/05/2024;39000;6B8AB57BB57BB
TNECAACF3015428;30/05/2024;13000;6B8BA54A0606B
TNECAACF3015496;30/05/2024;15000;6B8AB506865B
TNECAACF4015515;31/05/2024;30000;6B8ABAA984A57
TNECAACF4015534;31/05/2024;29000;6B858B83B39B6
AZMFAACFa004249;01/05/2024;12000;6B8000006A9B
AZMFAACFa004260;01/05/2024;11000;6B85000005454
AZMFAACFa004263;01/05/2024;15000;6B8000006776
AZMFAACFb004280;02/05/2024;11000;6B83A55797306
AZMFAACFb004281;02/05/2024;77000;6B85753AAAA86
AZMFAACFb004288;02/05/2024;38000;6B85B306A7577
AZMFAACFb004303;02/05/2024;20000;6B8000008467
AZMFAACFc004311;03/05/2024;33000;6B8A6B89740
AZMFAACFc004323;03/05/2024;26000;6B83A5579B47B
AZMFAACFd004353;04/05/2024;22000;6B800000B670
AZMFAACFd004356;04/05/2024;11000;6B8000003005
AZMFAACFd004370;04/05/2024;26000;6B8000009040
AZMFAACFd004372;04/05/2024;26000;6B8B35857AA47
AZMFAACFd004377;04/05/2024;15000;6B800000A039
AZMFAACFd004387;04/05/2024;13000;6B80000038B0
AZMFAACFe004390;05/05/2024;36000;6B8A349448B37
AZMFAACFe004392;05/05/2024;28000;6B8A64906B080
AZMFAACFe004415;05/05/2024;11000;6B853486888B0
AZMFAACFe004422;05/05/2024;26000;6B8A348687A55
AZMFAACFf004431;06/05/2024;22000;6B8000005378
AZMFAACFf004436;06/05/2024;51000;6B8BA53458750
AZMFAACFf004443;06/05/2024;35000;6B8A6B89740
AZMFAACFf004469;06/05/2024;30000;6B8BA53459030
AZMFAACFf004470;06/05/2024;10000;6B8BA53459030
AZMFAACFf004476;06/05/2024;75000;6B8AB53303BB7
AZMFAACFf004489;06/05/2024;10000;6B8000008467
AZMFAACFg004494;07/05/2024;11000;6B800000A634
AZMFAACFg004495;07/05/2024;11000;6B83A55797306
AZMFAACFg004501;07/05/2024;22000;6B83A55995943
AZMFAACFg004506;07/05/2024;25000;6B85B306A7577
AZMFAACFg004514;07/05/2024;15000;6B8000006A33
AZMFAACFg004516;07/05/2024;45000;6B8000007505
AZMFAACFg004519;07/05/2024;10000;6B8BA5BAB8880
AZMFAACFg004522;07/05/2024;11000;6B8000003405
AZMFAACFg004525;07/05/2024;18000;6B878973A338A
AZMFAACFg004526;07/05/2024;28000;6B8A3486B354B
AZMFAACFg004532;07/05/2024;15000;6B800000A039
AZMFAACFh004553;08/05/2024;15000;6B8000009948
AZMFAACFh004561;08/05/2024;58000;6B8000007505
AZMFAACFh004565;08/05/2024;16000;6B80000007B5
AZMFAACFh004576;08/05/2024;26000;6B8000008665
AZMFAACFi004590;09/05/2024;31000;6B8875444349
AZMFAACFi004600;09/05/2024;33000;6B8B3B50BB940
AZMFAACFi004603;09/05/2024;13000;6B800000568B
AZMFAACFi004614;09/05/2024;55000;6B8000005609
AZMFAACFi004618;09/05/2024;23000;6B8575A494A93
AZMFAACFj004640;10/05/2024;14000;6B888070999B3
AZMFAACFj004644;10/05/2024;11000;6B85B48884990
AZMFAACFj004657;10/05/2024;28000;6B83848A5490B
AZMFAACFk004671;11/05/2024;11000;6B85348B09405
AZMFAACFk004674;11/05/2024;28000;6B8BAA75A050A
AZMFAACFk004684;11/05/2024;13000;6B85B46950495
AZMFAACFl004709;12/05/2024;14000;6B85763A3300A
AZMFAACFl004711;12/05/2024;24000;6B8BA50537844
AZMFAACFl004712;12/05/2024;50000;6B8575AA40766
AZMFAACFl004722;12/05/2024;25000;6B85B50339077
AZMFAACFl004724;12/05/2024;29000;6B8A64906B080
AZMFAACFl004733;12/05/2024;16000;6B8000003AA7
AZMFAACFm004737;13/05/2024;13000;6B800000B766
AZMFAACFm004739;13/05/2024;14000;6B8000003566
AZMFAACFm004748;13/05/2024;12000;6B80000080B9
AZMFAACFm004749;13/05/2024;57000;6B8000007505
AZMFAACFm004754;13/05/2024;11000;6B8000004A88
AZMFAACFm004770;13/05/2024;28000;6B85750759A47
